#Instrument,Date,Time,Record Type,Price,Volume,Undisclosed Volume,Value,Qualifiers,Trans ID,Bid ID,Ask ID,Bid/Ask,Entry Time,Old Price,Old Volume,Buyer Broker ID,Seller Broker ID
BHP,20130205,00:00:00.000,ENTER,37.500,500,0,18750,,0,6228841677542395564,,B,,,,244,
BHP,20130205,00:00:00.000,ENTER,37.500,500,0,18750,,0,6228841677543969520,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.500,1000,0,37500,,0,6228841677544183955,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.500,50,0,1875,,0,6230017330349455576,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.500,14,0,525,,0,6230017330349489207,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.500,500,0,18750,,0,6230017330349490010,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.500,350,0,13125,,0,6230017330349987902,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,37.500,30,0,1125,,0,6228841677544602274,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.500,5000,0,187500,,0,6230017330350878396,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.500,3000,0,112500,,0,6230017330352075586,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.500,450,0,16875,,0,6230017330352694531,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.470,2000,0,74940,,0,6230017330349484406,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,37.450,3000,0,112350,,0,6228841677541632465,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,37.450,200,0,7490,,0,6230017330349452632,,B,,,,255,
BHP,20130205,00:00:00.000,ENTER,37.430,500,0,18715,,0,6230017330351097640,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.400,1070,0,40018,,0,6228841677541469493,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.400,3000,0,112200,,0,6228841677541634118,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,37.400,1200,0,44880,,0,6230017330349454669,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.350,3000,0,112050,,0,6228841677541635074,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,37.330,1000,0,37330,,0,6230017330351099016,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.300,3000,0,111900,,0,6228051953316751464,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,37.300,1200,0,44760,,0,6228446128234449065,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.300,200,0,7460,,0,6228446128236559241,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,37.300,1000,0,37300,,0,6230017330352292889,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.250,3000,0,111750,,0,6228051953315325133,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,37.250,400,0,14900,,0,6228051953316358381,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.250,1100,0,40975,,0,6228051953316844014,,B,,,,298,
BHP,20130205,00:00:00.000,ENTER,37.250,300,0,11175,,0,6228446128233797927,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,37.210,130,0,4837.3,,0,6228051953316023022,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.210,100,0,3721,,0,6228446128233389168,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.200,100,0,3720,,0,6228051953314800372,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.200,300,0,11160,,0,6228051953314800894,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.200,50,0,1860,,0,6228051953314801593,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.200,3000,0,111600,,0,6228051953315326887,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,37.200,500,0,18600,,0,6228446128234303679,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,37.200,250,0,9300,,0,6228841677541485721,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.200,14,0,520.8,,0,6230017330349452591,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,37.200,268,0,9969.6,,0,6230017330349454927,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.200,163,0,6063.6,,0,6230017330349454985,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.200,1500,0,55800,,0,6230017330349496557,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.180,1100,0,40898,,0,6228051953314801049,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.170,30,0,1115.1,,0,6228051953314802643,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.170,268,0,9961.56,,0,6228051953314834850,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.160,538,0,19992.08,,0,6230017330349455312,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.150,80,0,2972,,0,6228051953314800496,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.150,300,0,11145,,0,6228051953314800535,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.150,255,0,9473.25,,0,6228051953314817978,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.150,3000,0,111450,,0,6228051953315327957,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,37.150,800,0,29720,,0,6230017330349475222,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.130,1059,0,39320.67,,0,6227642385235777180,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.120,1800,0,66816,,0,6225675084053598189,,B,,,,233,
BHP,20130205,00:00:00.000,ENTER,37.120,150,0,5568,,0,6227642385236514417,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.120,500,0,18560,,0,6222508765444508462,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,37.110,500,0,18555,,0,6228446128233392827,,B,,,,289,
BHP,20130205,00:00:00.000,ENTER,37.100,800,0,29680,,0,6227642385235008881,,B,,,,233,
BHP,20130205,00:00:00.000,ENTER,37.100,300,0,11130,,0,6227642385235406813,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.100,134,0,4971.4,,0,6227642385236491244,,B,,,,255,
BHP,20130205,00:00:00.000,ENTER,37.100,20,0,742,,0,6228051953314802372,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.100,1000,0,37100,,0,6228051953314844140,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.100,3000,0,111300,,0,6228051953315329244,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,37.100,830,0,30793,,0,6228446128234440262,,B,,,,233,
BHP,20130205,00:00:00.000,ENTER,37.100,270,0,10017,,0,6228446128236109984,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,37.100,1000,0,37100,,0,6228446128236494715,,B,,,,298,
BHP,20130205,00:00:00.000,ENTER,37.100,800,0,29680,,0,6228841677542032022,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,37.050,225,0,8336.25,,0,6228051953314802388,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.050,3000,0,111150,,0,6228051953315330513,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,37.010,500,0,18505,,0,6228446128233392847,,B,,,,289,
BHP,20130205,00:00:00.000,ENTER,37.010,25,0,925.25,,0,6228446128235938847,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.010,1000,0,37010,,0,6228841677541868068,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,37.000,250,0,9250,,0,6227642385233452795,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,300,0,11100,,0,6227642385233452809,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.000,135,0,4995,,0,6227642385233453043,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,55,0,2035,,0,6227642385233453275,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.000,250,0,9250,,0,6227642385233453533,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,370,0,13690,,0,6227642385233453782,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,37.000,270,0,9990,,0,6227642385233455626,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,3000,0,111000,,0,6227642385233673188,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,37.000,500,0,18500,,0,6227642385234312370,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,37.000,500,0,18500,,0,6227642385234444115,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,37.000,320,0,11840,,0,6227642385234466035,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,37.000,2000,0,74000,,0,6227642385234496742,,B,,,,298,
BHP,20130205,00:00:00.000,ENTER,37.000,38,0,1406,,0,6227642385234680267,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,1000,0,37000,,0,6227642385234780178,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,500,0,18500,,0,6227642385234814080,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,37.000,700,0,25900,,0,6227642385234966257,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,15,0,555,,0,6227642385235550546,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,270,0,9990,,0,6227642385235971504,,B,,,,233,
BHP,20130205,00:00:00.000,ENTER,37.000,100,0,3700,,0,6228051953314802598,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,405,0,14985,,0,6228051953314802666,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,500,0,18500,,0,6225279534745593192,,B,,,,244,
BHP,20130205,00:00:00.000,ENTER,37.000,270,0,9990,,0,6228051953315742295,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,70,0,2590,,0,6228051953316129059,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.000,1000,0,37000,,0,6228051953317095774,,B,,,,244,
BHP,20130205,00:00:00.000,ENTER,37.000,4155,0,153735,,0,6228446128233360873,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,270,0,9990,,0,6228446128233940057,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,1340,0,49580,,0,6228446128234532841,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,100,0,3700,,0,6228446128234541031,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.000,539,0,19943,,0,6228446128234681035,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,37.000,270,0,9990,,0,6228446128234816404,,B,,,,255,
BHP,20130205,00:00:00.000,ENTER,37.000,510,0,18870,,0,6228446128236093508,,B,,,,233,
BHP,20130205,00:00:00.000,ENTER,37.000,670,0,24790,,0,6228841677543049688,,B,,,,298,
BHP,20130205,00:00:00.000,ENTER,37.000,40,0,1480,,0,6228841677544163176,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,1000,0,37000,,0,6228841677544604316,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,1000,0,37000,,0,6230017330349485547,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,37.000,30,0,1110,,0,6230017330349487856,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,180,0,6660,,0,6230017330350128350,,B,,,,238,
BHP,20130205,00:00:00.000,ENTER,37.000,1000,0,37000,,0,6230017330350977519,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,37.000,20,0,740,,0,6230017330351097636,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,37.000,275,0,10175,,0,6230017330351318745,,B,,,,179,
BHP,20130205,00:00:00.000,ENTER,37.000,1000,0,37000,,0,6230017330352191657,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.980,1100,0,40678,,0,6228051953315065800,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.970,2500,0,92425,,0,6230017330350288725,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,36.960,800,0,29568,,0,6227642385234462768,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.960,2650,0,97944,,0,6230017330350323308,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.950,3000,0,110850,,0,6227642385233673878,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.920,1000,0,36920,,0,6226070633363376082,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.900,1000,0,36900,,0,6225675084053817600,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.900,250,0,9225,,0,6225675084055199641,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.900,3000,0,110700,,0,6225675084055874404,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.900,14,0,516.6,,0,6227642385233453990,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.900,275,0,10147.5,,0,6227642385233488218,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,36.900,102,0,3763.8,,0,6228051953315619888,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,36.900,550,0,20295,,0,6228446128233361056,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.890,2000,0,73780,,0,6225675084053667147,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.890,250,0,9222.5,,0,6228446128233755207,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.880,135,0,4978.8,,0,6230017330349489215,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.850,200,0,7370,,0,6225675084054761513,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.850,50,0,1842.5,,0,6225675084054777537,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.850,3000,0,110550,,0,6225675084054899055,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.850,375,0,13818.75,,0,6226070633361770353,,B,,,,233,
BHP,20130205,00:00:00.000,ENTER,36.850,200,0,7370,,0,6228051953314823655,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.850,995,0,36665.75,,0,6228051953316265046,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.800,2500,0,92000,,0,6225279534745591596,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.800,360,0,13248,,0,6225279534745367369,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.800,270,0,9936,,0,6226070633362908530,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.800,200,0,7360,,0,6228051953314801775,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.780,1000,0,36780,,0,6228446128235998767,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.750,2500,0,91875,,0,6225279534745592592,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.750,200,0,7350,,0,6225279534746318966,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,36.750,100,0,3675,,0,6226070633362348375,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.750,135,0,4961.25,,0,6227642385233485307,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.750,535,0,19661.25,,0,6228446128236259115,,B,,,,338,
BHP,20130205,00:00:00.000,ENTER,36.750,100,0,3675,,0,6230017330349477224,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.720,21,0,771.12,,0,6224475791745462842,,B,,,,238,
BHP,20130205,00:00:00.000,ENTER,36.700,2500,0,91750,,0,6225279534745592885,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.700,272,0,9982.4,,0,6225675084053991965,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.700,681,0,24992.7,,0,6225675084054402126,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.700,1420,0,52114,,0,6225675084054837967,,B,,,,244,
BHP,20130205,00:00:00.000,ENTER,36.700,136,0,4991.2,,0,6227642385233455925,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.700,300,0,11010,,0,6227642385233456547,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.700,531,0,19487.7,,0,6228051953314830832,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.700,500,0,18350,,0,6228051953314934492,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.700,136,0,4991.2,,0,6228446128235278059,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.700,150,0,5505,,0,6230017330349453673,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.680,400,0,14672,,0,6228446128235933505,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.660,1000,0,36660,,0,6228446128233434168,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.650,2500,0,91625,,0,6225279534745593036,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.650,272,0,9968.8,,0,6226070633362564214,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.650,2700,0,98955,,0,6228446128233595710,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.600,2500,0,91500,,0,6225279534745593265,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.560,1440,0,52646.4,,0,6227642385234042693,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.550,500,0,18275,,0,6227642385233454745,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.530,2000,0,73060,,0,6230017330351546102,,B,,,,157,
BHP,20130205,00:00:00.000,ENTER,36.510,1525,0,55677.75,,0,6224882336170053674,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.500,200,0,7300,,0,6224882336170010388,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,2500,0,91250,,0,6224882336170699337,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.500,300,0,10950,,0,6224882336171305258,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,140,0,5110,,0,6224882336172071069,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.500,50,0,1825,,0,6224882336172443798,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,36.500,50,0,1825,,0,6224882336172459367,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,36.500,820,0,29930,,0,6225279534745369058,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,500,0,18250,,0,6225279534745382842,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.500,1000,0,36500,,0,6225279534746248996,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,36.500,548,0,20002,,0,6225279534746832599,,B,,,,106,
BHP,20130205,00:00:00.000,ENTER,36.500,30,0,1095,,0,6225279534747062168,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.500,274,0,10001,,0,6225675084053461412,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,274,0,10001,,0,6225675084053461475,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,800,0,29200,,0,6225675084054983897,,B,,,,157,
BHP,20130205,00:00:00.000,ENTER,36.500,550,0,20075,,0,6226070633361707831,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.500,14,0,511,,0,6227642385233453703,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,273,0,9964.5,,0,6227642385233453988,,B,,,,122,
BHP,20130205,00:00:00.000,ENTER,36.500,500,0,18250,,0,6227642385234110502,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,50,0,1825,,0,6227642385234642105,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.500,1400,0,51100,,0,6227642385234878683,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.500,199,0,7263.5,,0,6228051953314836938,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.500,1370,0,50005,,0,6228051953315004997,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,150,0,5475,,0,6228446128233360923,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,2420,0,88330,,0,6228446128235609142,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,160,0,5840,,0,6228446128236578860,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.500,160,0,5840,,0,6228446128236646996,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.500,100,0,3650,,0,6224475791745464708,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.500,500,0,18250,,0,6228841677541937342,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,200,0,7300,,0,6228841677541993589,,B,,,,179,
BHP,20130205,00:00:00.000,ENTER,36.500,20,0,730,,0,6228841677542799605,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.500,320,0,11680,,0,6228841677544199153,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.500,290,0,10585,,0,6227642385233478854,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.500,600,0,21900,,0,6230017330349455782,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,1000,0,36500,,0,6230017330349469303,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,100,0,3650,,0,6230017330349490106,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.500,93,0,3394.5,,0,6230017330352565624,,B,,,,406,
BHP,20130205,00:00:00.000,ENTER,36.450,2500,0,91125,,0,6224882336170269659,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.450,200,0,7290,,0,6218934253141722215,,B,,,,233,
BHP,20130205,00:00:00.000,ENTER,36.450,1000,0,36450,,0,6225675084053705134,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.410,1000,0,36410,,0,6224882336169835844,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.400,200,0,7280,,0,6224882336169845471,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.400,2500,0,91000,,0,6224882336170270249,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.380,69,0,2510.22,,0,6224882336169835105,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.350,2500,0,90875,,0,6224882336170272325,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.350,1000,0,36350,,0,6224882336170740068,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.350,100,0,3635,,0,6227642385233454921,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.330,2000,0,72660,,0,6224475791747325522,,B,,,,106,
BHP,20130205,00:00:00.000,ENTER,36.300,100,0,3630,,0,6224882336170149605,,B,,,,203,
BHP,20130205,00:00:00.000,ENTER,36.300,2500,0,90750,,0,6224882336170273424,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.300,600,0,21780,,0,6225279534745368143,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.300,1000,0,36300,,0,6227642385233456692,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.300,720,0,26136,,0,6227642385233887745,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.300,260,0,9438,,0,6228841677541556835,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.260,1000,0,36260,,0,6224882336170274491,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.260,220,0,7977.2,,0,6228051953315619125,,B,,,,233,
BHP,20130205,00:00:00.000,ENTER,36.250,2500,0,90625,,0,6222904039874850924,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.250,100,0,3625,,0,6223299864059553255,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.250,1000,0,36250,,0,6225279534746629218,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.250,250,0,9062.5,,0,6226070633362657426,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.250,1510,0,54737.5,,0,6228841677541453713,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.250,275,0,9968.75,,0,6230017330349454435,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.250,1000,0,36250,,0,6230017330349462067,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.200,2500,0,90500,,0,6222904039874286469,,B,,,,266,
BHP,20130205,00:00:00.000,ENTER,36.200,1000,0,36200,,0,6222904039874686010,,B,,,,140,
BHP,20130205,00:00:00.000,ENTER,36.200,260,0,9412,,0,6223299864059567556,,B,,,,638,
BHP,20130205,00:00:00.000,ENTER,36.200,115,0,4163,,0,6223299864061842080,,B,,,,233,
BHP,20130205,00:00:00.000,ENTER,36.200,128,0,4633.6,,0,6224475791746279176,,B,,,,144,
BHP,20130205,00:00:00.000,ENTER,36.200,1000,0,36200,,0,6224882336171121995,,B,,,,638,
